id	chr	start	end	len	strand	count
AT2G37250	2	15641905	15643786	1881	+	804
AT2G37260	2	15644839	15647065	2226	+	83
AT2G37270	2	15647676	15649221	1545	-	2228
AT2G37280	2	15650399	15656417	6018	+	48
AT2G37290	2	15656426	15661685	5259	-	8
AT2G37300	2	15662566	15664599	2033	-	186
AT2G37310	2	15664799	15667079	2280	-	37
AT2G37320	2	15667207	15668851	1644	+	28
AT2G37330	2	15669137	15670187	1050	+	159
AT2G37340	2	15670146	15672700	2554	-	1201
AT2G37360	2	15673441	15675920	2479	-	0
AT2G37362	2	15673686	15675978	2292	+	0
AT2G37370	2	15679114	15683217	4103	+	6
AT2G37380	2	15686757	15688003	1246	+	67
AT2G37390	2	15694199	15695825	1626	+	131
AT2G37400	2	15696154	15697402	1248	-	253
AT2G37410	2	15697833	15699275	1442	-	1284
AT2G37420	2	15700330	15705346	5016	+	202
AT2G37430	2	15706356	15707224	868	+	1
AT2G37435	2	15709807	15710912	1105	+	0
AT2G37440	2	15718052	15722108	4056	+	0
AT2G37450	2	15722567	15725062	2495	-	755
AT2G37460	2	15726447	15729098	2651	-	845
AT2G37470	2	15736763	15737368	605	+	672
AT2G37478	2	15737841	15739848	2007	+	0
AT2G37480	2	15737841	15739848	2007	+	0
AT2G37500	2	15739782	15742838	3056	-	1046
AT2G37510	2	15742991	15744541	1550	-	36
AT2G37520	2	15744768	15750107	5339	-	519
AT2G37530	2	15750969	15751672	703	+	6
AT2G37540	2	15751567	15753967	2400	-	424
AT2G37550	2	15755096	15757601	2505	-	699
AT2G37555	2	15756721	15758279	1558	+	1
AT2G37560	2	15758644	15761262	2618	+	56
AT2G37570	2	15761299	15763383	2084	-	642
AT2G37580	2	15764727	15765553	826	+	40
AT2G37585	2	15765783	15767878	2095	+	323
AT2G37590	2	15769120	15770619	1499	+	62
AT2G37600	2	15774244	15775374	1130	-	732
AT2G37610	2	15776868	15777673	805	-	1
AT2G37620	2	15779173	15781561	2388	+	558
AT2G37630	2	15781614	15783433	1819	-	747
AT2G37640	2	15787704	15789853	2149	-	604
AT2G37650	2	15792622	15795235	2613	+	173
AT2G37660	2	15795212	15797059	1847	-	7688
AT2G37670	2	15797383	15800536	3153	-	11
AT2G37678	2	15801464	15802793	1329	-	145
AT2G37680	2	15803242	15805573	2331	-	150
AT2G37690	2	15805714	15810552	4838	+	220
AT2G37700	2	15810580	15814208	3628	-	3
AT2G37710	2	15814717	15817004	2287	-	1672
AT2G37720	2	15818081	15821295	3214	+	25
AT2G37730	2	15822185	15824538	2353	-	0
AT2G37740	2	15827705	15828620	915	-	0
AT2G37750	2	15830988	15831558	570	+	5
AT2G37760	2	15831853	15833920	2067	+	279
AT2G37770	2	15834866	15837001	2135	+	29
AT2G37780	2	15837441	15838302	861	-	0
AT2G37790	2	15838763	15840932	2169	+	509
AT2G37800	2	15841038	15843610	2572	-	0
AT2G37810	2	15845349	15846051	702	-	0
AT2G37820	2	15847491	15848490	999	+	1
AT2G37830	2	15849270	15849591	321	-	0
AT2G37840	2	15851802	15856301	4499	+	724
AT2G37860	2	15856629	15858920	2291	+	1149
AT2G37870	2	15859238	15859907	669	+	17
AT2G37880	2	15860632	15861618	986	+	19
AT2G37890	2	15861687	15864009	2322	-	66
AT2G37900	2	15864395	15866408	2013	-	67
AT2G37910	2	15868398	15869097	699	+	0
AT2G37920	2	15868579	15870071	1492	-	681
AT2G37925	2	15870219	15870697	478	-	13
AT2G37930	2	15873116	15874972	1856	+	108
AT2G37940	2	15876749	15879655	2906	+	567
AT2G37950	2	15882487	15883979	1492	-	51
AT2G37960	2	15886547	15889220	2673	-	43
AT2G37970	2	15890971	15891843	872	+	713
AT2G37975	2	15891734	15893639	1905	-	161
AT2G37980	2	15894056	15897610	3554	-	8
AT2G37990	2	15900634	15903218	2584	+	537
AT2G38000	2	15903124	15905391	2267	-	318
AT2G38010	2	15906861	15909931	3070	+	617
AT2G38020	2	15909907	15914710	4803	-	815
AT2G38025	2	15914957	15916733	1776	-	789
AT2G38030	2	15916816	15916889	73	+	0
AT2G38040	2	15917092	15921170	4078	+	5372
AT2G38050	2	15921135	15922313	1178	-	208
AT2G38060	2	15922556	15925623	3067	-	21
AT2G38070	2	15928590	15930794	2204	+	67
AT2G38080	2	15934459	15937616	3157	+	270
AT2G38090	2	15944710	15947085	2375	+	60
AT2G38100	2	15948483	15950228	1745	-	1
AT2G38110	2	15952606	15955494	2888	-	244
AT2G38120	2	15972992	15977180	4188	+	1572
AT2G38130	2	15978511	15980749	2238	-	301
AT2G38140	2	15980882	15981612	730	+	5297
AT2G38150	2	15981699	15982917	1218	-	0
AT2G38152	2	15984061	15985278	1217	-	7
AT2G38160	2	15986427	15988659	2232	-	52
AT2G38170	2	15989082	15993278	4196	-	4112
AT2G38180	2	15997113	15998906	1793	+	143
AT2G38185	2	15999925	16003169	3244	+	139
AT2G38195	2	16002262	16006654	4392	+	6
AT2G38210	2	16007011	16007690	679	+	394
AT2G38220	2	16007890	16010932	3042	+	2
AT2G38230	2	16011455	16012508	1053	+	6035
AT2G38240	2	16012534	16014753	2219	-	2
AT2G38250	2	16018356	16019500	1144	+	14
AT2G38255	2	16021749	16024854	3105	-	4
AT2G38260	2	16025428	16028594	3166	-	337
AT2G38270	2	16031261	16033076	1815	-	1626
AT2G38280	2	16033447	16038876	5429	-	980
AT2G38290	2	16039474	16042383	2909	-	148
AT2G38300	2	16043959	16045992	2033	-	129
AT2G38304	2	16047923	16048115	192	-	0
AT2G38310	2	16050062	16051168	1106	+	318
AT2G38320	2	16055288	16057980	2692	+	80
AT2G38325	2	16061953	16062060	107	+	0
AT2G38330	2	16064502	16067437	2935	+	1277
AT2G38340	2	16067395	16068291	896	-	2
AT2G38350	2	16068340	16069308	968	+	2
AT2G38360	2	16069614	16070589	975	-	164
AT2G38365	2	16070880	16072007	1127	+	0
AT2G38370	2	16072069	16074258	2189	-	150
AT2G38380	2	16076383	16078583	2200	+	83
AT2G38390	2	16079680	16081509	1829	+	24
AT2G38400	2	16083688	16086349	2661	+	332
AT2G38410	2	16086629	16090208	3579	-	373
AT2G38420	2	16091092	16092549	1457	+	95
AT2G38430	2	16092938	16095031	2093	-	53
AT2G38440	2	16095328	16101221	5893	+	1412
AT2G38450	2	16101974	16102916	942	+	306
AT2G38460	2	16103310	16106177	2867	+	330
AT2G38465	2	16106262	16106913	651	-	1
AT2G38470	2	16108360	16110766	2406	+	265
AT2G38480	2	16110740	16111797	1057	-	191
AT2G38490	2	16113490	16115285	1795	-	5
AT2G38500	2	16117394	16119108	1714	-	24
AT2G38510	2	16123984	16125445	1461	+	0
AT2G38520	2	16125918	16126578	660	+	1
AT2G38530	2	16128377	16129158	781	+	217
AT2G38540	2	16130349	16131174	825	+	299
AT2G38544	2	16131507	16131648	141	+	14
AT2G38550	2	16132005	16134415	2410	+	2029
AT2G38560	2	16134637	16136695	2058	+	417
AT2G38570	2	16136688	16138886	2198	-	153
AT2G38580	2	16138569	16142588	4019	+	361
AT2G38590	2	16142896	16144184	1288	+	0
AT2G38600	2	16145906	16146857	951	+	7
AT2G38610	2	16147112	16149873	2761	-	457
AT2G38620	2	16152504	16154086	1582	+	87
AT2G38630	2	16154066	16156579	2513	-	261
AT2G38640	2	16157603	16158561	958	-	361
AT2G38646	2	16160575	16160809	234	+	0
AT2G38650	2	16161487	16165796	4309	-	1126
AT2G38660	2	16165951	16168386	2435	+	308
AT2G38670	2	16168836	16171918	3082	+	951
AT2G38680	2	16174010	16176080	2070	-	315
AT2G38690	2	16176630	16177754	1124	-	4
AT2G38695	2	16177940	16180403	2463	+	175
AT2G38700	2	16180695	16183946	3251	-	972
AT2G38710	2	16184368	16187173	2805	-	552
AT2G38720	2	16188046	16192266	4220	+	77
AT2G38730	2	16192355	16194103	1748	-	302
AT2G38740	2	16194326	16196113	1787	-	1737
AT2G38750	2	16196264	16198491	2227	-	413
AT2G38760	2	16200993	16202669	1676	+	54
AT2G38770	2	16202962	16210338	7376	-	625
AT2G38780	2	16210856	16214232	3376	+	1207
AT2G38790	2	16214188	16215264	1076	-	76
AT2G38800	2	16216998	16219159	2161	+	2618
AT2G38810	2	16219268	16220928	1660	-	189
AT2G38820	2	16221835	16223662	1827	+	341
AT2G38823	2	16224071	16225296	1225	+	43
AT2G38830	2	16225776	16226872	1096	+	87
AT2G38840	2	16227050	16232456	5406	+	464
AT2G38860	2	16233314	16235235	1921	-	516
AT2G38870	2	16236380	16237280	900	-	424
AT2G38880	2	16238475	16240834	2359	+	277
AT2G38890	2	16241188	16242917	1729	+	6
AT2G38900	2	16243214	16244067	853	+	0
AT2G38905	2	16244098	16244503	405	-	0
AT2G38910	2	16245213	16247483	2270	-	0
AT2G38920	2	16248145	16251002	2857	-	0
AT2G38940	2	16257227	16260225	2998	+	45
AT2G38950	2	16260852	16265219	4367	+	850
AT2G38960	2	16265398	16268334	2936	+	206
AT2G38970	2	16273900	16276872	2972	+	380
AT2G38980	2	16277008	16279354	2346	-	362
AT2G38990	2	16280084	16280392	308	+	0
AT2G38995	2	16282119	16284868	2749	+	264
AT2G39000	2	16286335	16287970	1635	-	1021
AT2G39010	2	16291476	16294034	2558	+	6102
AT2G39020	2	16295314	16296328	1014	+	652
AT2G39030	2	16298226	16299202	976	+	1
AT2G39040	2	16299350	16301227	1877	-	0
AT2G39050	2	16303402	16305629	2227	+	176
AT2G39060	2	16306687	16308252	1565	-	0
AT2G39080	2	16309797	16312541	2744	-	1316
AT2G39090	2	16312681	16317300	4619	-	371
AT2G39100	2	16317437	16319387	1950	+	106
AT2G39110	2	16319663	16321685	2022	+	21
AT2G39120	2	16321793	16322957	1164	+	36
AT2G39130	2	16322955	16327266	4311	-	302
AT2G39140	2	16330182	16333360	3178	+	528
AT2G39160	2	16333489	16334173	684	-	0
AT2G39170	2	16334629	16336210	1581	-	414
AT2G39175	2	16340281	16340360	79	+	0
AT2G39180	2	16344150	16346665	2515	-	87
AT2G39190	2	16349967	16355963	5996	+	2892
AT2G39200	2	16356147	16359813	3666	-	4
AT2G39210	2	16366156	16368275	2119	-	197
AT2G39220	2	16374895	16377020	2125	-	393
AT2G39230	2	16381646	16384250	2604	+	24
AT2G39240	2	16384785	16387827	3042	-	50
AT2G39250	2	16388885	16391073	2188	-	394
AT2G39260	2	16392046	16399680	7634	-	1150
AT2G39270	2	16399971	16401671	1700	+	436
AT2G39280	2	16401525	16406854	5329	-	764
AT2G39290	2	16407238	16409123	1885	+	478
AT2G39300	2	16410108	16413484	3376	-	65
AT2G39310	2	16414072	16416815	2743	-	165
AT2G39320	2	16417476	16418517	1041	-	0
AT2G39330	2	16419595	16421852	2257	-	92
AT2G39340	2	16423638	16430108	6470	+	1632
AT2G39350	2	16430084	16432557	2473	-	75
AT2G39360	2	16437471	16440154	2683	-	310
AT2G39370	2	16444129	16445266	1137	-	1
AT2G39380	2	16447005	16449083	2078	-	75
AT2G39390	2	16450659	16451878	1219	-	1000
AT2G39400	2	16452611	16454801	2190	+	168
AT2G39410	2	16455568	16458217	2649	+	0
AT2G39415	2	16458606	16458966	360	-	0
AT2G39420	2	16460363	16463061	2698	+	243
AT2G39430	2	16463346	16464531	1185	+	10
AT2G39435	2	16464413	16466941	2528	-	152
AT2G39440	2	16467854	16469628	1774	-	173
AT2G39445	2	16470024	16471246	1222	-	105
AT2G39450	2	16471631	16473818	2187	-	1141
AT2G39460	2	16474148	16476108	1960	+	4276
AT2G39470	2	16476215	16477843	1628	+	7018
AT2G39480	2	16477791	16485039	7248	-	576
AT2G39490	2	16486901	16488645	1744	-	1
AT2G39500	2	16489072	16489588	516	+	209
AT2G39510	2	16491142	16493151	2009	-	77
AT2G39518	2	16495874	16496995	1121	-	1
AT2G39520	2	16496812	16497621	809	+	0
AT2G39530	2	16498485	16499471	986	-	0
AT2G39540	2	16500865	16501241	376	+	0
AT2G39550	2	16501622	16504304	2682	+	365
AT2G39560	2	16504845	16506008	1163	-	107
AT2G39570	2	16507895	16510198	2303	+	1198
AT2G39580	2	16510424	16517073	6649	+	1656
AT2G39590	2	16517587	16518265	678	-	0
AT2G39600	2	16518563	16518635	72	-	0
AT2G39610	2	16518768	16518840	72	+	0
AT2G39620	2	16518967	16521478	2511	-	1
AT2G39630	2	16521743	16524687	2944	-	479
AT2G39640	2	16525085	16527012	1927	-	0
AT2G39650	2	16527791	16529407	1616	-	94
AT2G39660	2	16531687	16533931	2244	+	113
AT2G39670	2	16534229	16537318	3089	+	1233
AT2G39675	2	16537287	16538277	990	-	176
AT2G39681	2	16539383	16540417	1034	-	346
AT2G39690	2	16541025	16543378	2353	+	111
AT2G39700	2	16543831	16545584	1753	-	1142
AT2G39705	2	16556855	16557577	722	+	86
AT2G39710	2	16561787	16563380	1593	-	261
AT2G39720	2	16567208	16568822	1614	-	733
AT2G39725	2	16569429	16570549	1120	+	36
AT2G39730	2	16570745	16573548	2803	-	373184
AT2G39740	2	16575751	16579120	3369	+	443
AT2G39750	2	16578823	16582404	3581	-	715
AT2G39760	2	16583072	16586252	3180	+	577
AT2G39770	2	16588695	16591032	2337	+	2643
AT2G39780	2	16591221	16593775	2554	+	1128
AT2G39782	2	16594036	16594516	480	-	0
AT2G39790	2	16594832	16595800	968	+	0
AT2G39795	2	16596986	16598162	1176	+	194
AT2G39800	2	16598071	16603319	5248	-	9916
AT2G39805	2	16609914	16612554	2640	-	267
AT2G39810	2	16612799	16618057	5258	+	714
AT2G39820	2	16618276	16619689	1413	+	2
AT2G39830	2	16619761	16623791	4030	-	80
AT2G39840	2	16627257	16629289	2032	+	436
AT2G39850	2	16630472	16634253	3781	+	2538
AT2G39851	2	16634518	16635568	1050	+	0
AT2G39855	2	16637676	16639308	1632	+	10
AT2G39860	2	16639779	16639851	72	-	0
AT2G39865	2	16641760	16641907	147	-	0
AT2G39870	2	16643380	16645377	1997	+	659
AT2G39880	2	16647944	16649479	1535	-	74
AT2G39885	2	16652100	16652233	133	+	0
AT2G39890	2	16655627	16658331	2704	+	779
AT2G39900	2	16658655	16660437	1782	+	305
AT2G39910	2	16660595	16663048	2453	+	244
AT2G39920	2	16663016	16664539	1523	-	68
AT2G39930	2	16666022	16672494	6472	+	2545
AT2G39940	2	16672492	16675748	3256	-	863
AT2G39950	2	16676541	16680489	3948	-	1212
AT2G39960	2	16681473	16683640	2167	-	1022
AT2G39970	2	16683831	16686709	2878	-	1066
AT2G39975	2	16687870	16688248	378	+	0
AT2G39980	2	16687672	16689956	2284	-	237
AT2G39990	2	16698091	16700012	1921	-	1168
AT2G40000	2	16700509	16702028	1519	-	561
AT2G40004	2	16704062	16704954	892	+	0
AT2G40008	2	16708055	16709436	1381	+	0
AT2G40010	2	16708378	16710448	2070	-	60
AT2G40020	2	16710978	16713070	2092	+	567
AT2G40030	2	16714493	16723583	9090	+	376
AT2G40050	2	16723880	16725774	1894	-	8
AT2G40060	2	16726483	16728185	1702	+	1929
AT2G40070	2	16728193	16731606	3413	-	578
AT2G40080	2	16734293	16734912	619	-	7
AT2G40081	2	16735001	16735115	114	-	0
AT2G40085	2	16736460	16737259	799	-	15
AT2G40090	2	16737465	16740370	2905	-	216
AT2G40095	2	16743022	16745144	2122	+	21
AT2G40100	2	16745652	16747400	1748	+	7647
AT2G40110	2	16747939	16749545	1606	+	111
AT2G40113	2	16750034	16751084	1050	+	0
AT2G40116	2	16751713	16754535	2822	+	1
AT2G40120	2	16754938	16757592	2654	-	117
AT2G40130	2	16765919	16769268	3349	+	724
AT2G40140	2	16772072	16774657	2585	+	283
AT2G40150	2	16775441	16777243	1802	+	264
AT2G40160	2	16777389	16779408	2019	+	66
AT2G40170	2	16779551	16780258	707	-	0
AT2G40180	2	16782521	16784147	1626	+	14
AT2G40190	2	16785193	16787530	2337	+	293
AT2G40200	2	16791097	16792090	993	+	16
AT2G40205	2	16792316	16792531	215	-	343
AT2G40210	2	16793212	16794328	1116	-	0
AT2G40220	2	16796598	16797585	987	-	0
AT2G40230	2	16803091	16804741	1650	-	211
AT2G40233	2	16807046	16807208	162	+	0
AT2G40240	2	16811025	16812228	1203	+	34
AT2G40250	2	16813329	16815251	1922	+	4
AT2G40260	2	16816817	16818473	1656	-	109
AT2G40270	2	16821933	16824506	2573	-	1288
AT2G40280	2	16825499	16828398	2899	-	463
AT2G40290	2	16828765	16831054	2289	-	1270
AT2G40300	2	16831292	16833280	1988	-	767
AT2G40310	2	16834064	16835711	1647	+	0
AT2G40316	2	16836209	16839189	2980	+	439
AT2G40320	2	16840146	16842282	2136	+	74
AT2G40330	2	16844863	16845934	1071	-	7
AT2G40340	2	16848437	16850487	2050	-	4
AT2G40350	2	16851594	16852068	474	-	0
AT2G40360	2	16852879	16856690	3811	-	803
AT2G40370	2	16858165	16860606	2441	-	6
AT2G40380	2	16864494	16865442	948	-	481
AT2G40390	2	16867292	16869089	1797	+	179
AT2G40400	2	16869333	16873258	3925	+	3173
AT2G40410	2	16873398	16875396	1998	+	630
AT2G40420	2	16877222	16879214	1992	+	481
AT2G40430	2	16879215	16882445	3230	-	1145
AT2G40435	2	16886823	16888638	1815	+	374
AT2G40440	2	16889211	16891292	2081	-	11
AT2G40450	2	16892023	16892790	767	-	0
AT2G40460	2	16896906	16901280	4374	+	1319
AT2G40470	2	16902303	16903652	1349	-	11
AT2G40475	2	16906910	16908128	1218	-	773
AT2G40480	2	16910363	16912592	2229	+	348
AT2G40490	2	16912844	16915177	2333	+	6545
AT2G40500	2	16916329	16917217	888	+	0
AT2G40510	2	16918432	16919888	1456	+	1247
AT2G40520	2	16922586	16925914	3328	+	411
AT2G40530	2	16927501	16928208	707	+	48
AT2G40540	2	16930863	16934588	3725	+	1445
AT2G40550	2	16934833	16938201	3368	+	375
AT2G40560	2	16938704	16939616	912	-	0
AT2G40570	2	16940834	16943492	2658	+	245
AT2G40580	2	16943863	16945003	1140	+	1
AT2G40590	2	16945044	16946419	1375	-	688
AT2G40600	2	16946869	16948561	1692	-	859
AT2G40610	2	16948862	16950557	1695	-	3637
AT2G40620	2	16954540	16956978	2438	-	175
AT2G40630	2	16958145	16961144	2999	+	268
AT2G40640	2	16961139	16963205	2066	-	210
AT2G40650	2	16963318	16965752	2434	-	456
AT2G40660	2	16965932	16969035	3103	+	718
AT2G40670	2	16970229	16971234	1005	+	174
AT2G40680	2	16972828	16973719	891	+	0
AT2G40690	2	16973991	16976458	2467	+	455
AT2G40700	2	16976782	16979558	2776	+	241
AT2G40710	2	16980942	16981368	426	-	7
AT2G40711	2	16981690	16982257	567	-	20
AT2G40720	2	16987268	16989851	2583	+	38
AT2G40730	2	16989835	16996298	6463	-	1317
AT2G40740	2	16997176	16999277	2101	+	0
AT2G40745	2	17008173	17008917	744	-	0
AT2G40750	2	17000453	17002468	2015	-	187
AT2G40760	2	17010047	17012067	2020	+	513
AT2G40765	2	17012197	17013325	1128	+	786
AT2G40770	2	17013268	17021315	8047	-	471
AT2G40780	2	17021504	17022916	1412	+	98
AT2G40790	2	17022962	17024270	1308	-	2
AT2G40800	2	17024390	17026973	2583	-	577
AT2G40802	2	17028303	17028405	102	-	1
AT2G40805	2	17029700	17029899	199	+	1
AT2G40810	2	17032463	17034600	2137	+	144
AT2G40815	2	17034540	17036208	1668	-	168
AT2G40820	2	17036462	17040063	3601	-	475
AT2G40830	2	17042651	17044859	2208	+	718
AT2G40840	2	17044962	17050947	5985	+	5726
AT2G40850	2	17051122	17053292	2170	+	122
AT2G40860	2	17053567	17057182	3615	-	513
AT2G40880	2	17057401	17058122	721	+	1894
AT2G40890	2	17058052	17060652	2600	-	1199
AT2G40900	2	17063121	17065684	2563	-	370
AT2G40910	2	17069867	17071657	1790	-	3
AT2G40920	2	17072463	17074164	1701	-	434
AT2G40925	2	17074904	17076239	1335	-	0
AT2G40930	2	17076311	17082433	6122	-	561
AT2G40935	2	17082847	17084347	1500	+	161
AT2G40940	2	17084355	17087297	2942	-	504
AT2G40950	2	17087619	17090424	2805	-	334
AT2G40955	2	17093092	17095132	2040	+	0
AT2G40960	2	17095521	17097454	1933	+	678
AT2G40970	2	17097549	17098695	1146	-	209
AT2G40980	2	17102089	17104802	2713	+	370
AT2G40990	2	17105096	17106773	1677	-	0
AT2G40995	2	17109393	17109712	319	+	0
AT2G41000	2	17111444	17113636	2192	+	178
AT2G41010	2	17113865	17114804	939	-	144
AT2G41020	2	17117262	17121119	3857	+	356
AT2G41040	2	17121375	17123204	1829	+	901
AT2G41050	2	17123189	17126349	3160	-	347
AT2G41060	2	17126988	17129563	2575	+	627
AT2G41070	2	17130773	17132386	1613	+	40
AT2G41080	2	17132852	17134593	1741	+	152
AT2G41082	2	17134824	17134929	105	+	5
AT2G41090	2	17135720	17136852	1132	+	8779
AT2G41100	2	17137828	17139612	1784	+	1032
AT2G41110	2	17140228	17141431	1203	+	521
AT2G41120	2	17141274	17142457	1183	-	671
AT2G41130	2	17143293	17144949	1656	+	82
AT2G41140	2	17150386	17153690	3304	+	1402
AT2G41150	2	17153843	17155983	2140	+	83
AT2G41160	2	17156028	17158880	2852	-	363
AT2G41170	2	17159103	17161136	2033	-	236
AT2G41178	2	17164794	17165449	655	-	2
AT2G41180	2	17165190	17166025	835	+	384
AT2G41190	2	17167278	17170407	3129	-	512
AT2G41200	2	17171624	17173131	1507	+	109
AT2G41210	2	17173412	17176807	3395	+	260
AT2G41220	2	17177663	17188751	11088	+	1403
AT2G41225	2	17191027	17191486	459	-	0
AT2G41230	2	17194925	17195674	749	-	0
AT2G41231	2	17195291	17195915	624	+	0
AT2G41233	2	17196650	17196758	108	-	0
AT2G41240	2	17198281	17199320	1039	-	4
AT2G41250	2	17200658	17202618	1960	-	1397
AT2G41260	2	17206509	17207698	1189	+	0
AT2G41270	2	17208544	17209402	858	-	0
AT2G41280	2	17209696	17210423	727	+	0
AT2G41290	2	17210427	17212959	2532	-	305
AT2G41300	2	17214236	17216292	2056	-	47
AT2G41310	2	17221932	17224427	2495	+	738
AT2G41312	2	17225522	17226693	1171	+	108
AT2G41330	2	17226947	17228378	1431	+	92
AT2G41340	2	17229007	17230482	1475	+	65
AT2G41342	2	17230532	17231037	505	-	10
AT2G41350	2	17231340	17233557	2217	+	360
AT2G41360	2	17234373	17236279	1906	+	0
AT2G41370	2	17237744	17240440	2696	-	258
AT2G41380	2	17251940	17253057	1117	+	66
AT2G41390	2	17257379	17258196	817	+	0
AT2G41391	2	17258351	17258612	261	+	0
AT2G41400	2	17259456	17260120	664	+	0
AT2G41410	2	17261727	17262884	1157	-	991
AT2G41415	2	17264401	17265082	681	-	0
AT2G41420	2	17266476	17268024	1548	-	1090
AT2G41430	2	17269231	17270542	1311	+	4225
AT2G41440	2	17271171	17274370	3199	+	140
AT2G41445	2	17275590	17277330	1740	+	2
AT2G41450	2	17278157	17281830	3673	+	32
AT2G41451	2	17282898	17285361	2463	+	1
AT2G41460	2	17285722	17288928	3206	+	270
AT2G41470	2	17289951	17293749	3798	-	2
AT2G41473	2	17294452	17294728	276	-	0
AT2G41475	2	17295073	17296420	1347	-	571
AT2G41480	2	17296811	17298731	1920	-	19
AT2G41490	2	17301694	17304211	2517	+	251
AT2G41500	2	17304129	17307426	3297	-	240
AT2G41510	2	17314531	17317003	2472	+	54
AT2G41520	2	17317484	17323021	5537	+	583
AT2G41530	2	17323494	17325618	2124	-	2191
AT2G41540	2	17326092	17328902	2810	+	634
AT2G41550	2	17328969	17331173	2204	-	89
AT2G41560	2	17332083	17337269	5186	-	2784
AT2G41570	2	17337736	17338993	1257	+	3
AT2G41580	2	17339803	17343088	3285	+	3
AT2G41590	2	17343359	17345005	1646	+	0
AT2G41600	2	17344636	17346737	2101	-	346
AT2G41610	2	17347156	17348239	1083	+	2
AT2G41616	2	17349436	17349574	138	-	0
AT2G41620	2	17347303	17355084	7781	-	843
AT2G41630	2	17355330	17357598	2268	-	825
AT2G41640	2	17360485	17363788	3303	+	128
AT2G41650	2	17363906	17364434	528	+	478
AT2G41660	2	17367821	17369189	1368	+	15
AT2G41670	2	17374082	17376238	2156	+	56
AT2G41680	2	17376154	17379055	2901	-	6308
AT2G41690	2	17381722	17382577	855	+	2
AT2G41700	2	17382889	17396110	13221	-	1164
AT2G41705	2	17397273	17400081	2808	+	257
AT2G41710	2	17400021	17403050	3029	-	492
AT2G41720	2	17403602	17407135	3533	-	1084
AT2G41730	2	17409462	17409937	475	+	18
AT2G41740	2	17410714	17417740	7026	-	2447
AT2G41745	2	17417953	17419423	1470	-	0
AT2G41750	2	17421643	17422522	879	-	91
AT2G41760	2	17422769	17424371	1602	+	243
AT2G41770	2	17424357	17427282	2925	-	639
AT2G41780	2	17428097	17428812	715	+	13
AT2G41790	2	17429293	17436174	6881	-	2114
AT2G41800	2	17436528	17438040	1512	-	6
AT2G41810	2	17439373	17441350	1977	-	5
AT2G41820	2	17446743	17450071	3328	+	1035
AT2G41830	2	17450108	17457087	6979	-	196
AT2G41835	2	17457785	17459568	1783	-	109
AT2G41840	2	17459787	17461539	1752	-	6625
AT2G41850	2	17461654	17464161	2507	-	0
AT2G41860	2	17467343	17469786	2443	-	0
AT2G41870	2	17470865	17472936	2071	-	1548
AT2G41880	2	17474618	17477223	2605	+	337
AT2G41890	2	17478057	17480352	2295	-	425
AT2G41900	2	17490404	17493922	3518	+	2440
AT2G41905	2	17495679	17496142	463	+	38
AT2G41910	2	17496955	17498077	1122	+	0
AT2G41920	2	17499403	17500452	1049	+	0
AT2G41930	2	17501628	17502684	1056	+	2
AT2G41940	2	17507508	17508616	1108	+	884
AT2G41945	2	17509068	17512954	3886	-	172
AT2G41950	2	17513078	17514167	1089	+	716
AT2G41960	2	17514117	17519293	5176	-	1083
AT2G41970	2	17520378	17522756	2378	-	0
AT2G41980	2	17523493	17525914	2421	-	368
AT2G41990	2	17527256	17528937	1681	+	58
AT2G41997	2	17110827	17111207	380	+	0
AT2G42000	2	17529242	17530443	1201	-	0
AT2G42005	2	17531191	17532582	1391	-	5
AT2G42010	2	17532812	17538400	5588	-	547
AT2G42020	2	17538702	17538784	82	-	0
AT2G42030	2	17538905	17540966	2061	-	509
AT2G42040	2	17543033	17545230	2197	+	154
AT2G42050	2	17546139	17546559	420	-	0
AT2G42060	2	17548094	17549069	975	+	0
AT2G42070	2	17549090	17551175	2085	-	783
AT2G42080	2	17553239	17555504	2265	-	290
AT2G42090	2	17556743	17558369	1626	+	3
AT2G42100	2	17560210	17561945	1735	+	0
AT2G42110	2	17562151	17562733	582	-	36
AT2G42120	2	17563156	17566032	2876	-	220
AT2G42130	2	17566184	17568144	1960	+	1829
AT2G42140	2	17568676	17569527	851	-	0
AT2G42150	2	17572368	17574679	2311	+	39
AT2G42160	2	17574640	17577463	2823	-	374
AT2G42170	2	17577713	17580392	2679	+	93
AT2G42180	2	17580916	17581956	1040	-	0
AT2G42190	2	17582868	17584194	1326	+	1228
AT2G42200	2	17587406	17589630	2224	+	285
AT2G42210	2	17590190	17591852	1662	+	2174
AT2G42220	2	17592037	17593500	1463	+	11159
AT2G42230	2	17593410	17596629	3219	-	610
AT2G42240	2	17596816	17599604	2788	+	232
AT2G42247	2	17599369	17601825	2456	+	19
AT2G42250	2	17600074	17601849	1775	-	28
AT2G42260	2	17601954	17603633	1679	-	68
AT2G42270	2	17604329	17611333	7004	+	1684
AT2G42280	2	17611184	17613519	2335	-	224
AT2G42290	2	17616840	17619593	2753	-	137
AT2G42300	2	17621155	17624841	3686	+	647
AT2G42310	2	17625211	17625889	678	+	739
AT2G42320	2	17627341	17630797	3456	+	1211
AT2G42330	2	17630728	17634299	3571	-	484
AT2G42340	2	17636322	17637727	1405	-	3
AT2G42350	2	17639151	17639998	847	+	2
AT2G42360	2	17640797	17641790	993	+	37
AT2G42365	2	17641783	17645835	4052	-	41
